ID,titleA,ParagraphA,titleB,ParagraphB
leeuw,leeuw's biography,"Examining habitat, post wildfire recovery, land degradation, land use/cover, climate variability, human impacts on land surface phenology, employing remote sensing and geospatial tools. Global and regional agriculture and natural resource monitoring.",leeuw's articles,"Examining habitat, post wildfire recovery, land degradation, land use/cover, climate variability, human impacts on land surface phenology, employing remote sensing and geospatial tools. Global and regional agriculture and natural resource monitoring."
jenmc,jenmc's biography,"Primary focus on elemental and isotopic chemistry of surface waters, groundwaters, saline fluids, and natural gas to better constrain the sources of solutes, residence times and flow paths of fluids and gas, and biogeochemical processes. Research involves extensive field sampling, laboratory analyses, and geochemical and hydrologic modeling.",jenmc's articles,"Primary focus on elemental and isotopic chemistry of surface waters, groundwaters, saline fluids, and natural gas to better constrain the sources of solutes, residence times and flow paths of fluids and gas, and biogeochemical processes. Research involves extensive field sampling, laboratory analyses, and geochemical and hydrologic modeling."
gschwart,gschwart's biography,My research broadly encompasses the overlapping areas of energy psychology and spiritual psychology for the purpose of increasing health and wellness and advancing the evolution of post-materialist psychology and science.,gschwart's articles,My research broadly encompasses the overlapping areas of energy psychology and spiritual psychology for the purpose of increasing health and wellness and advancing the evolution of post-materialist psychology and science.
baker,baker's biography,"Paleohydrology and related aspects of geomorphology, particularly flood processes, planetary geomorphology, Mars hydrology, Earth science in relation to public policy, the environment, and philosophy of science",baker's articles,"Paleohydrology and related aspects of geomorphology, particularly flood processes, planetary geomorphology, Mars hydrology, Earth science in relation to public policy, the environment, and philosophy of science"
davidjpmoore,davidjpmoore's biography,"I use ecological knowledge and quantitative models to improve mechanistic understanding of the uptake, storage and release of carbon from ecosystems to provide accurate predictions of the role of terrestrial ecosystems in global biogeochemical cycles. Topics include: Ecosystem Ecology. Ecophysiology, Phenology, Ecohydrology, Biogeochemistry, Geospatial Science and Modeling, Global Change Biology, Remote Sensing More on current research",davidjpmoore's articles,"I use ecological knowledge and quantitative models to improve mechanistic understanding of the uptake, storage and release of carbon from ecosystems to provide accurate predictions of the role of terrestrial ecosystems in global biogeochemical cycles. Topics include: Ecosystem Ecology. Ecophysiology, Phenology, Ecohydrology, Biogeochemistry, Geospatial Science and Modeling, Global Change Biology, Remote Sensing More on current research"
trouard,trouard's biography,"Magnetic Resonance Imaging (MRI), neuroimaging, focused ultrasound for drug delivery, Alzheimer's Disease, Parkinson's Disease, Niemann-Pick Type C Disease",trouard's articles,"Magnetic Resonance Imaging (MRI), neuroimaging, focused ultrasound for drug delivery, Alzheimer's Disease, Parkinson's Disease, Niemann-Pick Type C Disease"
dru1,dru1's biography,"Sol-gel synthesis of ceramics nanocomposites.
Optical materials.
Hybrid silicone materials and devices.
Ferroelectric and pyroelectric materials and devices.
Kinetic processes in materials.",dru1's articles,"Sol-gel synthesis of ceramics nanocomposites.
Optical materials.
Hybrid silicone materials and devices.
Ferroelectric and pyroelectric materials and devices.
Kinetic processes in materials."
rwitte,rwitte's biography,"Ultrasound, Thermoacoustics, Biolectricity, Photoacoustics, Elasticity, Microwaves, Functional Brain Imaging, Behavior, Cardiac Imaging, Cancer Imaging, Smart Contrast Agents, Nanotechnology My team develops new imaging methods using a combination of light, ultrasound and microwaves that potentially affect a variety of medical disorders from arrhythmia and epilepsy to cancer and tendinopathy.",rwitte's articles,"Ultrasound, Thermoacoustics, Biolectricity, Photoacoustics, Elasticity, Microwaves, Functional Brain Imaging, Behavior, Cardiac Imaging, Cancer Imaging, Smart Contrast Agents, Nanotechnology My team develops new imaging methods using a combination of light, ultrasound and microwaves that potentially affect a variety of medical disorders from arrhythmia and epilepsy to cancer and tendinopathy."
liangr,liangr's biography,"Optical system design.
Freeform optics: design, fabrication, and testing.
Optical metrology.
Space optics.
3D imaging.
Computational imaging.
Advanced imaging techniques",liangr's articles,"Optical system design.
Freeform optics: design, fabrication, and testing.
Optical metrology.
Space optics.
3D imaging.
Computational imaging.
Advanced imaging techniques"
kqk,kqk's biography,"Ultrafast fiber lasers.
Nonlinear fiber optics.
Nonlinear spectroscopy and frequency comb.
Microresonators and applications.
Biomedical imaging based on supercontinuum and ultrafast fiber light sources.
All-optical switching.
Micromachining with femtosecond lasers.",kqk's articles,"Ultrafast fiber lasers.
Nonlinear fiber optics.
Nonlinear spectroscopy and frequency comb.
Microresonators and applications.
Biomedical imaging based on supercontinuum and ultrafast fiber light sources.
All-optical switching.
Micromachining with femtosecond lasers."
daveb,daveb's biography,"Our research focuses on ecology-hydrology interrelationships, gradients from grassland to forest, transport and erosion of sediment by water and wind, and drought-induced tree die-off, all to aide in addressing climate change, land use, and pollution",daveb's articles,"Our research focuses on ecology-hydrology interrelationships, gradients from grassland to forest, transport and erosion of sediment by water and wind, and drought-induced tree die-off, all to aide in addressing climate change, land use, and pollution"
crock,crock's biography,"molecular pathogen detection
assessment of nutrient, chemical and biological variability of seasonal reclaimed water quality
evaluation of programs, data sources and utilization of treated wastewater in Arizona",crock's articles,"molecular pathogen detection
assessment of nutrient, chemical and biological variability of seasonal reclaimed water quality
evaluation of programs, data sources and utilization of treated wastewater in Arizona"
yaojan,yaojan's biography,"Intelligent transportation systems (image processing and computer vision applications, traffic detection technology development , and advanced/information technology applications), large-scale transportation system analysis and optimization using big data (big data management, mining, and analysis), travel behavior and pattern analysis, traffic signal control, freeway and arterial operations, Transportation safety analysis and accident modeling, and sustainable transportation systems (sustainable infrastructure, transit system planning & operations)",yaojan's articles,"Intelligent transportation systems (image processing and computer vision applications, traffic detection technology development , and advanced/information technology applications), large-scale transportation system analysis and optimization using big data (big data management, mining, and analysis), travel behavior and pattern analysis, traffic signal control, freeway and arterial operations, Transportation safety analysis and accident modeling, and sustainable transportation systems (sustainable infrastructure, transit system planning & operations)"
krunz,krunz's biography,"Wireless communications systems, including LTE, 5G and Wi-Fi; cross-technology communications; ""internet of things,"" or IoT, and sensor networks; protocol design; mmWave communications; analog/digital beamforming; MIMO systems; wireless cybersecurity; dynamic and shared spectrum access; mobile edge computing; network slicing; space and satellite communications; and optical networking.",krunz's articles,"Wireless communications systems, including LTE, 5G and Wi-Fi; cross-technology communications; ""internet of things,"" or IoT, and sensor networks; protocol design; mmWave communications; analog/digital beamforming; MIMO systems; wireless cybersecurity; dynamic and shared spectrum access; mobile edge computing; network slicing; space and satellite communications; and optical networking."
jeisner,jeisner's biography,"Galactic Astronomy and Star Formation, Extrasolar planets, Astrobiology, Instrumentation",jeisner's articles,"Galactic Astronomy and Star Formation, Extrasolar planets, Astrobiology, Instrumentation"
kupinski,kupinski's biography,"My research interests are in the field of theoretical image science with emphasis on medical imaging. I currently study task-based measures of image quality in which one must define the task the images are to be used for and the observer who will be performing this task, to properly measure and optimize the quality of images and imaging systems. We take the stance that imaging systems should be designed to best enable the observer to detect tumors and not base design decisions on resolution, contrast, etc. Topics in my research group include accurate system modeling, statistical modeling, observer performance metrics, signal-detection theory and general image science.",kupinski's articles,"My research interests are in the field of theoretical image science with emphasis on medical imaging. I currently study task-based measures of image quality in which one must define the task the images are to be used for and the observer who will be performing this task, to properly measure and optimize the quality of images and imaging systems. We take the stance that imaging systems should be designed to best enable the observer to detect tumors and not base design decisions on resolution, contrast, etc. Topics in my research group include accurate system modeling, statistical modeling, observer performance metrics, signal-detection theory and general image science."
pascucci,pascucci's biography,"My research is directed towards understanding how planets form and evolve and how common are planetary systems like our own Solar system. To this end, my group carries out observations aimed at characterizing the physical and chemical evolution of gaseous dust disks around young stars, the birth sites of planets. In addition, we use exoplanet surveys to re-construct the intrinsic frequency of planets around mature stars. By linking the birth sites of planets to the exoplanet populations, we contribute to building a comprehensive and predictive planet formation theory, a necessary step in identifying which nearby stars most likely host a habitable planet like Earth.",pascucci's articles,"My research is directed towards understanding how planets form and evolve and how common are planetary systems like our own Solar system. To this end, my group carries out observations aimed at characterizing the physical and chemical evolution of gaseous dust disks around young stars, the birth sites of planets. In addition, we use exoplanet surveys to re-construct the intrinsic frequency of planets around mature stars. By linking the birth sites of planets to the exoplanet populations, we contribute to building a comprehensive and predictive planet formation theory, a necessary step in identifying which nearby stars most likely host a habitable planet like Earth."
aiz,aiz's biography,Extragalactic Astronomy and Cosmology,aiz's articles,Extragalactic Astronomy and Cosmology
fmelia,fmelia's biography,"The principal area of research is theoretical cosmology, with the primary goal of correctly interpreting the many high precision data now being made available by observations at both high and low redshifts. The Friedmann-Lemaitre-Robertson-Walker cosmology we have been developing, known as the R_h=ct Universe, has thus far been favoured over the current standard model by over 25 such measurements, promising to simply and elegantly resolve long-standing puzzles, such as the nature of cosmological redshift (i.e., whether it is, or is not, merely the conventional lapse function in general relativity), the CMB temperature and electroweak horizon problems in the early Universe, and the (apparently) premature formation of galaxies and quasars at z>6. This investigation draws heavily from ongoing work with general relativity and its application to black-hole systems including, and especially, the supermassive object (known as Sagittarius A*) at the Galactic center. Our group proposed and developed the concept for imaging the shadow produced by this black hole, that has led to the creation of the so-called Event Horizon Telescope, now attempting to fulfill the promise of testing general relativity in the strong-field limit.",fmelia's articles,"The principal area of research is theoretical cosmology, with the primary goal of correctly interpreting the many high precision data now being made available by observations at both high and low redshifts. The Friedmann-Lemaitre-Robertson-Walker cosmology we have been developing, known as the R_h=ct Universe, has thus far been favoured over the current standard model by over 25 such measurements, promising to simply and elegantly resolve long-standing puzzles, such as the nature of cosmological redshift (i.e., whether it is, or is not, merely the conventional lapse function in general relativity), the CMB temperature and electroweak horizon problems in the early Universe, and the (apparently) premature formation of galaxies and quasars at z>6. This investigation draws heavily from ongoing work with general relativity and its application to black-hole systems including, and especially, the supermassive object (known as Sagittarius A*) at the Galactic center. Our group proposed and developed the concept for imaging the shadow produced by this black hole, that has led to the creation of the so-called Event Horizon Telescope, now attempting to fulfill the promise of testing general relativity in the strong-field limit."
giacomel,giacomel's biography,"Gene Giacomelli, PhD, is the director of the CEAC, or interdisciplinary education, research and outreach program for greenhouse and other advanced technology systems. Here at the University of Arizona, he teaches Controlled Environment Systems, which is an introduction to the technical aspects of greenhouse design, environmental control, nutrient delivery systems, hydroponic crop production, intensive field production systems, and post-harvest handling and storage of crops. His research interests include controlled environment plant productions systems (greenhouse and growth chamber) research, design, development and applications, with emphases on: crop production systems, nutrient delivery systems, environmental control, mechanization, and labor productivity.",giacomel's articles,"Gene Giacomelli, PhD, is the director of the CEAC, or interdisciplinary education, research and outreach program for greenhouse and other advanced technology systems. Here at the University of Arizona, he teaches Controlled Environment Systems, which is an introduction to the technical aspects of greenhouse design, environmental control, nutrient delivery systems, hydroponic crop production, intensive field production systems, and post-harvest handling and storage of crops. His research interests include controlled environment plant productions systems (greenhouse and growth chamber) research, design, development and applications, with emphases on: crop production systems, nutrient delivery systems, environmental control, mechanization, and labor productivity."
duey,duey's biography,"Large precision optics fabrication using computer-controlled optical surfacing process.
Optical testing for large optical components using computer-generated holograms, laser trackers, interferometers, etc.
Optical system design and manufacturing.
Open-source data analysis and visualization software platform development for optical engineering.",duey's articles,"Large precision optics fabrication using computer-controlled optical surfacing process.
Optical testing for large optical components using computer-generated holograms, laser trackers, interferometers, etc.
Optical system design and manufacturing.
Open-source data analysis and visualization software platform development for optical engineering."
zhangd,zhangd's biography,"Projects with cancer focus includes Nrf2 regulation and the role of NRF2 in cancer (lung, colon, liver and skin), utilizing many gene-specific knockout mice or transgenic mice/cell lines. One exciting area of research is screening/developing drugs that target Nrf2 for cancer prevention/intervention. The Zhang team has discovered many small-molecules that activate Nrf2 and are effective for chemoprevention. On the other hand, the lab is investigating the “darkside” of Nrf2 in cancer. Her group demonstrated that hyperactivation of Nrf2 also contributes to chemoresistance, cancer progression and metastasis. Therefore, the team is currently developing Nrf2 inhibitors with the hope that someday these compounds will be used therapeutically to improve cancer treatment.",zhangd's articles,"Projects with cancer focus includes Nrf2 regulation and the role of NRF2 in cancer (lung, colon, liver and skin), utilizing many gene-specific knockout mice or transgenic mice/cell lines. One exciting area of research is screening/developing drugs that target Nrf2 for cancer prevention/intervention. The Zhang team has discovered many small-molecules that activate Nrf2 and are effective for chemoprevention. On the other hand, the lab is investigating the “darkside” of Nrf2 in cancer. Her group demonstrated that hyperactivation of Nrf2 also contributes to chemoresistance, cancer progression and metastasis. Therefore, the team is currently developing Nrf2 inhibitors with the hope that someday these compounds will be used therapeutically to improve cancer treatment."
carvajal,carvajal's biography,"Scott C. Carvajal, PhD, MPH, is a multi-discipline trained applied social and quantitative psychologist with expertise in health promotion theory, Latino/cultural behavioral research methods, intervention design and evaluation methods. His principal research (funded by NIDA, NIAAA & currently NICHD & CDC) has focused on understanding a range of health behaviors that convey risk or protection (e.g., substance abuse, sexual risk taking, healthy food choice, physical activity) and mental health outcomes (e.g., bicultural stressors, depressive symptoms, coping strategies), with a major emphasis on testing social ecological models within minority populations. Dr. Carvajal was the Director of Substance Abuse Core for an NCMHD/NIH-funded (2003-2009) Center for Health Equality, a Center of Excellence focusing on eliminating health disparities in Arizona Latinos and American Indians. As part of that Center he had an important role in review and oversight of pilot research activities, and in the mentoring of junior investigators and fellows. More recently as Director/PI of the CDC funded University of Arizona Prevention Research Center, he is responsible for the research oversight of multiple CBPR lead programs that include aims of the promotion of physical activity, health eating and health screening with under-served border populations. He has also been an important collaborator as a lead quantitative data analyst and/or behavioral science methodologist on five other major, federally-funded (e.g., NCI, CDC, NIMH), health promotion interventions for multi-ethnic or minority populations. Within these projects he has contributed (as lead or co-author) on works focusing on theoretical models for behavioral change, testing new psychosocial measures, and statistical models for evaluating program impact on psychosocial mediators and outcomes. He is also committed to an interdisciplinary science approach in addressing health problems and this is reflecting in his participation in groups such as the Community Influences on Health Behaviors (NIH Chartered Study Section) and the Cancer Prevention and Control Division, Arizona Cancer Center.",carvajal's articles,"Scott C. Carvajal, PhD, MPH, is a multi-discipline trained applied social and quantitative psychologist with expertise in health promotion theory, Latino/cultural behavioral research methods, intervention design and evaluation methods. His principal research (funded by NIDA, NIAAA & currently NICHD & CDC) has focused on understanding a range of health behaviors that convey risk or protection (e.g., substance abuse, sexual risk taking, healthy food choice, physical activity) and mental health outcomes (e.g., bicultural stressors, depressive symptoms, coping strategies), with a major emphasis on testing social ecological models within minority populations. Dr. Carvajal was the Director of Substance Abuse Core for an NCMHD/NIH-funded (2003-2009) Center for Health Equality, a Center of Excellence focusing on eliminating health disparities in Arizona Latinos and American Indians. As part of that Center he had an important role in review and oversight of pilot research activities, and in the mentoring of junior investigators and fellows. More recently as Director/PI of the CDC funded University of Arizona Prevention Research Center, he is responsible for the research oversight of multiple CBPR lead programs that include aims of the promotion of physical activity, health eating and health screening with under-served border populations. He has also been an important collaborator as a lead quantitative data analyst and/or behavioral science methodologist on five other major, federally-funded (e.g., NCI, CDC, NIMH), health promotion interventions for multi-ethnic or minority populations. Within these projects he has contributed (as lead or co-author) on works focusing on theoretical models for behavioral change, testing new psychosocial measures, and statistical models for evaluating program impact on psychosocial mediators and outcomes. He is also committed to an interdisciplinary science approach in addressing health problems and this is reflecting in his participation in groups such as the Community Influences on Health Behaviors (NIH Chartered Study Section) and the Cancer Prevention and Control Division, Arizona Cancer Center."
lxc,lxc's biography,"Xianchun Li, PhD, is interested in understanding the physiological, biochemical, molecular and evolutionary bases of fundamental processes in the life history of insects such as embryonic polarity, metamorphosis, developmental commitment, host usage and environmental adaptation. One focus of his research is to elucidate the reciprocal signaling interactions between plants and insects, and the resulted on-going defense (in the case of plants) / counterdefense (in the case of herbivorous insects) phenotypic arm race over ecological time scale, with emphasis on the genetic machinery that percepts and transduces the reciprocal cues into genome and regulate defense / counterdefense phenotypes. Working systems include Helicoverpa zea, the corn earworm, a polyphagous noctuide of economic importance, and Drosophila melanogaster, the fruit fly, a model organism. State of arts and traditional techniques are combining to identify the cues and to uncover the signaling transduction cascade that links environmental cues, gene expression and the resulted defense/counterdefense phenotypes. This research may lead to characterization of genes for designing new insecticides and/or genetically modifying crops. The second focus of Dr. Li’s research is to define, globally, the regulatory triangle between nuclear receptors (NRs), their ligands, and cytochrome P450s (P450s) in Drosophila melanogaster. Nuclear receptors (NRs) constitute a transcription factor superfamily that has evolved to sense and bind endogenous (e.g., hormones) and/or exogenous (e.g., naturally-occurring or synthetic xenobiotics) signal compounds, resulting in differential expression of particular target genes, which underlies a range of fundamental biological processes, including growth, development, reproduction, behavior, host usage, and environmental adaptation. Many of those cue chemicals, namely NR ligands, are synthesized and/or metabolized by members of the P450s gene superfamily, whose expression may be regulated by certain NRs. Bioinformatics analyses as well as systematic functional genomic techniques such as microarray, X-ChIP, mutation and ectopic expression will be combined to define the genome-wide regulatory interaction loops between NRs and P450s as well as to assign, at least partially, functions of individual NRs and P450s in the life history of fruit fly. Given the evolutionary conservations of homologous NRs and P450s between vertebrates and invertebrates, the results obtained in this project are expected to provide insights into the reciprocal regulatory interactions between NRs and P450s in other animals including humans as well as to provide great insights into new avenue for human NR ligand identification and NR-related drug design. The third focus of his research is to investigate the molecular mechanisms of Bt and conventional insecticide resistance, which is a major threat in current IPM system. In collaboration with Dr. Bruce Tabashnik, Timothy Dennehy, and Yves Carriere in our Department, Dr. Li is going to compare Bt toxin binding affinity and other defects of natural (s, r1, r2, r3) and artificial mutant PBW (Pink Bollworm) cadherin proteins and thus define the key functional domains of PBW cadherin.",lxc's articles,"Xianchun Li, PhD, is interested in understanding the physiological, biochemical, molecular and evolutionary bases of fundamental processes in the life history of insects such as embryonic polarity, metamorphosis, developmental commitment, host usage and environmental adaptation. One focus of his research is to elucidate the reciprocal signaling interactions between plants and insects, and the resulted on-going defense (in the case of plants) / counterdefense (in the case of herbivorous insects) phenotypic arm race over ecological time scale, with emphasis on the genetic machinery that percepts and transduces the reciprocal cues into genome and regulate defense / counterdefense phenotypes. Working systems include Helicoverpa zea, the corn earworm, a polyphagous noctuide of economic importance, and Drosophila melanogaster, the fruit fly, a model organism. State of arts and traditional techniques are combining to identify the cues and to uncover the signaling transduction cascade that links environmental cues, gene expression and the resulted defense/counterdefense phenotypes. This research may lead to characterization of genes for designing new insecticides and/or genetically modifying crops. The second focus of Dr. Li’s research is to define, globally, the regulatory triangle between nuclear receptors (NRs), their ligands, and cytochrome P450s (P450s) in Drosophila melanogaster. Nuclear receptors (NRs) constitute a transcription factor superfamily that has evolved to sense and bind endogenous (e.g., hormones) and/or exogenous (e.g., naturally-occurring or synthetic xenobiotics) signal compounds, resulting in differential expression of particular target genes, which underlies a range of fundamental biological processes, including growth, development, reproduction, behavior, host usage, and environmental adaptation. Many of those cue chemicals, namely NR ligands, are synthesized and/or metabolized by members of the P450s gene superfamily, whose expression may be regulated by certain NRs. Bioinformatics analyses as well as systematic functional genomic techniques such as microarray, X-ChIP, mutation and ectopic expression will be combined to define the genome-wide regulatory interaction loops between NRs and P450s as well as to assign, at least partially, functions of individual NRs and P450s in the life history of fruit fly. Given the evolutionary conservations of homologous NRs and P450s between vertebrates and invertebrates, the results obtained in this project are expected to provide insights into the reciprocal regulatory interactions between NRs and P450s in other animals including humans as well as to provide great insights into new avenue for human NR ligand identification and NR-related drug design. The third focus of his research is to investigate the molecular mechanisms of Bt and conventional insecticide resistance, which is a major threat in current IPM system. In collaboration with Dr. Bruce Tabashnik, Timothy Dennehy, and Yves Carriere in our Department, Dr. Li is going to compare Bt toxin binding affinity and other defects of natural (s, r1, r2, r3) and artificial mutant PBW (Pink Bollworm) cadherin proteins and thus define the key functional domains of PBW cadherin."
vishnureddy,vishnureddy's biography,"Dr. Reddy’s research focuses on understanding the behavior of space objects (natural and artificial) using a range of Earth and space-based assets. His work on natural moving objects (asteroids, near-Earth objects) is directed towards their characterization for impact hazard assessment/mitigation, asteroid-meteorite link and resource utilization. To this effort, Dr. Reddy uses the NASA Infrared Telescope Facility on Mauna Kea, Hawai’i.",vishnureddy's articles,"Dr. Reddy’s research focuses on understanding the behavior of space objects (natural and artificial) using a range of Earth and space-based assets. His work on natural moving objects (asteroids, near-Earth objects) is directed towards their characterization for impact hazard assessment/mitigation, asteroid-meteorite link and resource utilization. To this effort, Dr. Reddy uses the NASA Infrared Telescope Facility on Mauna Kea, Hawai’i."
cwalker,cwalker's biography,"Galactic Astronomy, Star Formation, Instrumentation",cwalker's articles,"Galactic Astronomy, Star Formation, Instrumentation"
tjyeh,tjyeh's biography,"Expertise Flow and contaminant transport in vadose zones and aquifers; numerical, stochastic/geostatistical, field, and laboratory analysis of effects of spatial variability on flow and contaminant migration in the subsurface; development of rapid methods for characterizing transport propertise of multi-phase flow; development of cost-effective imaging tools for characterizing geological media and monitoring evolutions of water, oil, and contaminants in the subsurface using hydro/geophysical techniques",tjyeh's articles,"Expertise Flow and contaminant transport in vadose zones and aquifers; numerical, stochastic/geostatistical, field, and laboratory analysis of effects of spatial variability on flow and contaminant migration in the subsurface; development of rapid methods for characterizing transport propertise of multi-phase flow; development of cost-effective imaging tools for characterizing geological media and monitoring evolutions of water, oil, and contaminants in the subsurface using hydro/geophysical techniques"
barnesca,barnesca's biography,"My work over the past four decades has focused on the aging brain, and how cognition changes during the course of normal aging. I use animal models of human aging that allow a detailed examination of the brain mechanisms of learning and memory, and the circuits responsible for complex cognitive function.",barnesca's articles,"My work over the past four decades has focused on the aging brain, and how cognition changes during the course of normal aging. I use animal models of human aging that allow a detailed examination of the brain mechanisms of learning and memory, and the circuits responsible for complex cognitive function."
nikolich,nikolich's biography,"Dr. Nikolich-Žugich is internationally recognized as a leading immunologist and gerontologist. He received his M.D., MSc and Ph.D. in Immunology from Belgrade University School of Medicine. From 1987 to 1990, he worked as a Research Associate at the Scripps Clinic and Research Foundation in the laboratory of Dr. Michael J. Bevan, FRS, NAS, HHMI. In 1990, he joined the Memorial Sloan-Kettering Cancer Center in New York as the Head of both the Flow Cytometry Core Facility and the Laboratory of T Cell Development, first as Assistant and then Associate Member. He served as Assistant Professor (1990-1996) and Associate Professor (1996-2001) at both the Cornell University Graduate School of Medical Sciences and the Division of Molecular Medicine in Cornell University School of Medicine. He was a recipient of the Pew Biomedical Scholar Award and the Louise and Allston Boyer Young Scientist Award. In 2001, Dr. Nikolich-Žugich assumed the position of Senior Scientist at the Oregon Health & Science University at the Vaccine and Gene Therapy Institute, along with joint appointments as a tenured Professor in the Department of Molecular Microbiology and Immunology and a Senior Scientist at the Oregon National Primate Research Center. In 2008, Dr. Nikolich-Žugich moved to the University of Arizona to lead the Department of Immunobiology and the Arizona Center on Aging. His long-term interests include basic mechanisms of T-cell function, immunity to infection in older adults, vaccines and biomarkers of declining immunity in the elderly, immune rejuvenation, immune monitoring in chronic conditions of aging and the impact of inflammation and nutritional intervention in aging, immunity and metabolic disorders. He has published over 130 scientific papers and reviews describing his work.",nikolich's articles,"Dr. Nikolich-Žugich is internationally recognized as a leading immunologist and gerontologist. He received his M.D., MSc and Ph.D. in Immunology from Belgrade University School of Medicine. From 1987 to 1990, he worked as a Research Associate at the Scripps Clinic and Research Foundation in the laboratory of Dr. Michael J. Bevan, FRS, NAS, HHMI. In 1990, he joined the Memorial Sloan-Kettering Cancer Center in New York as the Head of both the Flow Cytometry Core Facility and the Laboratory of T Cell Development, first as Assistant and then Associate Member. He served as Assistant Professor (1990-1996) and Associate Professor (1996-2001) at both the Cornell University Graduate School of Medical Sciences and the Division of Molecular Medicine in Cornell University School of Medicine. He was a recipient of the Pew Biomedical Scholar Award and the Louise and Allston Boyer Young Scientist Award. In 2001, Dr. Nikolich-Žugich assumed the position of Senior Scientist at the Oregon Health & Science University at the Vaccine and Gene Therapy Institute, along with joint appointments as a tenured Professor in the Department of Molecular Microbiology and Immunology and a Senior Scientist at the Oregon National Primate Research Center. In 2008, Dr. Nikolich-Žugich moved to the University of Arizona to lead the Department of Immunobiology and the Arizona Center on Aging. His long-term interests include basic mechanisms of T-cell function, immunity to infection in older adults, vaccines and biomarkers of declining immunity in the elderly, immune rejuvenation, immune monitoring in chronic conditions of aging and the impact of inflammation and nutritional intervention in aging, immunity and metabolic disorders. He has published over 130 scientific papers and reviews describing his work."
tdoetsch,tdoetsch's biography,"Dr. Thomas Doetschman, PhD, Biochemistry & Biophysics, University of Connecticut, has been involved in cardiovascular research for over a decade through investigations into the cardiovascular roles of the three TGFβ ligands and FGF2 ligand isoforms in genetically engineered mice. These mice have determined that TGFβ2 plays major roles in heart and vascular development and for maintenance of valvular and large vessel integrity in the adult and that both the TGFβ1 and FGF2 are involved in adult heart disease.His work has also demonstrated roles of TGFβ in cancer and immunology. He found that a major function of TGFβ1 is to inhibit autoimmunity and to establish homeostatic balance between immune regulatory and inflammatory cells. He has shown that an imbalance in the latter is critical in the tumor suppressor function of TGFβ in the colon.Dr. Doetschman has also played an important role in the development of the mouse genetic engineering field. He has been responsible for the establishment of 3 mouse genetic engineering facilities, in Cincinnati OH, Singapore and the University of Arizona’s BIO5 Institute. Keywords: ""Cancer"", ""Microbiome"", ""Mouse Genetic Engineering"", ""Connective Tissue Disorder""",tdoetsch's articles,"Dr. Thomas Doetschman, PhD, Biochemistry & Biophysics, University of Connecticut, has been involved in cardiovascular research for over a decade through investigations into the cardiovascular roles of the three TGFβ ligands and FGF2 ligand isoforms in genetically engineered mice. These mice have determined that TGFβ2 plays major roles in heart and vascular development and for maintenance of valvular and large vessel integrity in the adult and that both the TGFβ1 and FGF2 are involved in adult heart disease.His work has also demonstrated roles of TGFβ in cancer and immunology. He found that a major function of TGFβ1 is to inhibit autoimmunity and to establish homeostatic balance between immune regulatory and inflammatory cells. He has shown that an imbalance in the latter is critical in the tumor suppressor function of TGFβ in the colon.Dr. Doetschman has also played an important role in the development of the mouse genetic engineering field. He has been responsible for the establishment of 3 mouse genetic engineering facilities, in Cincinnati OH, Singapore and the University of Arizona’s BIO5 Institute. Keywords: ""Cancer"", ""Microbiome"", ""Mouse Genetic Engineering"", ""Connective Tissue Disorder"""
giacalon,giacalon's biography,"Dr. Giacalone's core research interests include understanding the origin, acceleration, and propagation of cosmic rays, and other charged-particle species in the magnetic fields of space, and general topics in space plasma physics, and astrophysics.",giacalon's articles,"Dr. Giacalone's core research interests include understanding the origin, acceleration, and propagation of cosmic rays, and other charged-particle species in the magnetic fields of space, and general topics in space plasma physics, and astrophysics."
honghua,honghua's biography,"The 3-D Visualization and Imaging Systems laboratory specializes in a wide variety of optical technologies enabling advanced 3-D displays, 3-D visualization systems and collaborative immersive virtual and augmented environments, and novel imaging systems for medicine and surveillance applications. The 3DVIS lab also pursues research projects to gain better understanding of human visual perception and visual artifacts via 3-D displays, and to investigate design principles for effective human-computer interface in augmented environments. Examples of systems and technologies we have been researching include, but are not limited to, head-worn displays (aka head-mounted displays or HMD), multifocal plane fixed-viewpoint volumetric displays, eye movement tracking, eyetracked head-worn displays, head-mounted projection displays, autostereoscopic displays, large-scale heterogeneous display environments for collaboration (SCAPE and Hybrid-SCAPE), multitouch interface and gesture-based interface, endoscopy, microscopy, and panoramic video systems.",honghua's articles,"The 3-D Visualization and Imaging Systems laboratory specializes in a wide variety of optical technologies enabling advanced 3-D displays, 3-D visualization systems and collaborative immersive virtual and augmented environments, and novel imaging systems for medicine and surveillance applications. The 3DVIS lab also pursues research projects to gain better understanding of human visual perception and visual artifacts via 3-D displays, and to investigate design principles for effective human-computer interface in augmented environments. Examples of systems and technologies we have been researching include, but are not limited to, head-worn displays (aka head-mounted displays or HMD), multifocal plane fixed-viewpoint volumetric displays, eye movement tracking, eyetracked head-worn displays, head-mounted projection displays, autostereoscopic displays, large-scale heterogeneous display environments for collaboration (SCAPE and Hybrid-SCAPE), multitouch interface and gesture-based interface, endoscopy, microscopy, and panoramic video systems."
